,sex,income,region,age,question,answer
3516,Male,"$10,000 to $24,999",West South Central,60,4,"Yes, one or more major ones"
3517,Male,"$200,000 and up",Pacific,30 - 44,4,"Yes, one or more major ones"
3518,Female,"$25,000 to $49,999",East North Central,30 - 44,4,"Yes, one or more minor ones"
3519,Female,Prefer not to answer,Middle Atlantic,18 - 29,4,No
3520,Male,"$150,000 to $174,999",West South Central,45 - 59,4,"Yes, one or more minor ones"
3521,Female,"$0 to $9,999",,45 - 59,4,"Yes, one or more minor ones"
3522,Female,Prefer not to answer,East North Central,30 - 44,4,No
3523,Male,"$50,000 to $74,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3524,Female,"$100,000 to $124,999",South Atlantic,18 - 29,4,No
3525,Female,"$75,000 to $99,999",East North Central,60,4,"Yes, one or more minor ones"
3526,Female,Prefer not to answer,Mountain,30 - 44,4,No
3527,Female,"$100,000 to $124,999",East North Central,45 - 59,4,No
3528,Female,"$50,000 to $74,999",West North Central,18 - 29,4,No
3529,Male,"$100,000 to $124,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3530,Female,"$125,000 to $149,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3531,Female,"$100,000 to $124,999",Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3532,Female,Prefer not to answer,Mountain,60,4,"Yes, one or more minor ones"
3533,Female,"$50,000 to $74,999",West South Central,30 - 44,4,No
3534,Male,"$50,000 to $74,999",East North Central,60,4,No
3535,Male,"$50,000 to $74,999",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3536,Female,"$100,000 to $124,999",South Atlantic,45 - 59,4,"Yes, one or more major ones"
3537,Female,Prefer not to answer,South Atlantic,45 - 59,4,No
3538,Male,"$200,000 and up",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3539,Female,"$25,000 to $49,999",South Atlantic,60,4,"Yes, one or more minor ones"
3540,Female,"$25,000 to $49,999",South Atlantic,60,4,"Yes, one or more major ones"
3541,Male,"$100,000 to $124,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3542,Female,"$75,000 to $99,999",Pacific,60,4,"Yes, one or more major ones"
3543,Male,"$50,000 to $74,999",Pacific,30 - 44,4,"Yes, one or more major ones"
3544,Male,"$125,000 to $149,999",West South Central,45 - 59,4,"Yes, one or more minor ones"
3545,Female,"$125,000 to $149,999",West South Central,18 - 29,4,"Yes, one or more minor ones"
3546,Male,Prefer not to answer,New England,60,4,"Yes, one or more minor ones"
3547,Male,Prefer not to answer,East North Central,45 - 59,4,"Yes, one or more minor ones"
3548,Female,Prefer not to answer,Pacific,60,4,"Yes, one or more major ones"
3549,Male,"$75,000 to $99,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3550,Male,"$125,000 to $149,999",,45 - 59,4,"Yes, one or more minor ones"
3551,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3552,Male,"$50,000 to $74,999",East South Central,30 - 44,4,"Yes, one or more minor ones"
3553,Female,"$100,000 to $124,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3554,Female,"$25,000 to $49,999",East North Central,18 - 29,4,"Yes, one or more minor ones"
3555,Male,"$150,000 to $174,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3556,Female,"$75,000 to $99,999",West South Central,45 - 59,4,No
3557,Female,"$25,000 to $49,999",East North Central,45 - 59,4,"Yes, one or more minor ones"
3558,Female,"$50,000 to $74,999",Pacific,60,4,"Yes, one or more major ones"
3559,Female,"$0 to $9,999",West South Central,18 - 29,4,No
3560,Female,"$25,000 to $49,999",Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3561,Female,"$25,000 to $49,999",South Atlantic,45 - 59,4,No
3562,Male,"$150,000 to $174,999",East South Central,45 - 59,4,"Yes, one or more minor ones"
3563,Female,"$25,000 to $49,999",Pacific,60,4,"Yes, one or more major ones"
3564,Female,"$75,000 to $99,999",East North Central,30 - 44,4,No
3565,Female,"$75,000 to $99,999",West North Central,45 - 59,4,No
3566,Female,"$10,000 to $24,999",South Atlantic,60,4,"Yes, one or more minor ones"
3567,Female,"$50,000 to $74,999",New England,60,4,No
3568,Male,"$25,000 to $49,999",West South Central,30 - 44,4,"Yes, one or more minor ones"
3569,Female,"$10,000 to $24,999",Pacific,45 - 59,4,"Yes, one or more minor ones"
3570,Male,"$50,000 to $74,999",West South Central,45 - 59,4,"Yes, one or more minor ones"
3571,Female,"$25,000 to $49,999",South Atlantic,30 - 44,4,No
3572,Female,Prefer not to answer,West South Central,30 - 44,4,"Yes, one or more minor ones"
3573,Female,"$200,000 and up",East North Central,60,4,"Yes, one or more minor ones"
3574,Female,"$125,000 to $149,999",Pacific,60,4,"Yes, one or more major ones"
3575,Male,"$25,000 to $49,999",East South Central,45 - 59,4,"Yes, one or more minor ones"
3576,Female,"$200,000 and up",West North Central,30 - 44,4,No
3577,Male,"$10,000 to $24,999",East North Central,45 - 59,4,"Yes, one or more minor ones"
3578,Female,"$10,000 to $24,999",Mountain,45 - 59,4,"Yes, one or more major ones"
3579,Female,"$125,000 to $149,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3580,Female,"$50,000 to $74,999",West South Central,60,4,No
3581,Male,"$10,000 to $24,999",Middle Atlantic,18 - 29,4,"Yes, one or more minor ones"
3582,Female,Prefer not to answer,South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3583,Female,Prefer not to answer,East North Central,30 - 44,4,"Yes, one or more minor ones"
3584,Female,"$100,000 to $124,999",Middle Atlantic,45 - 59,4,No
3585,Male,"$10,000 to $24,999",West South Central,60,4,No
3586,Male,"$75,000 to $99,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3587,Female,"$200,000 and up",East North Central,30 - 44,4,"Yes, one or more minor ones"
3588,Male,"$10,000 to $24,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3589,Female,Prefer not to answer,Mountain,60,4,"Yes, one or more minor ones"
3590,Male,"$50,000 to $74,999",Pacific,30 - 44,4,"Yes, one or more major ones"
3591,Female,"$25,000 to $49,999",West North Central,18 - 29,4,No
3592,Female,"$25,000 to $49,999",Pacific,60,4,"Yes, one or more minor ones"
3593,Female,Prefer not to answer,New England,18 - 29,4,"Yes, one or more minor ones"
3594,Male,"$150,000 to $174,999",Mountain,30 - 44,4,"Yes, one or more minor ones"
3595,Female,"$150,000 to $174,999",South Atlantic,60,4,No
3596,Female,Prefer not to answer,West South Central,45 - 59,4,"Yes, one or more minor ones"
3597,Male,"$75,000 to $99,999",Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3598,Female,"$25,000 to $49,999",East North Central,60,4,"Yes, one or more minor ones"
3599,Male,"$25,000 to $49,999",East North Central,45 - 59,4,"Yes, one or more minor ones"
3600,Male,"$50,000 to $74,999",West South Central,45 - 59,4,No
3601,Female,"$50,000 to $74,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3602,Female,"$25,000 to $49,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3603,Female,Prefer not to answer,Mountain,45 - 59,4,"Yes, one or more major ones"
3604,Female,"$10,000 to $24,999",East North Central,45 - 59,4,No
3605,Male,"$200,000 and up",Pacific,60,4,"Yes, one or more major ones"
3606,Female,"$200,000 and up",West South Central,45 - 59,4,"Yes, one or more minor ones"
3607,Male,"$10,000 to $24,999",New England,18 - 29,4,"Yes, one or more minor ones"
3608,Male,"$0 to $9,999",East North Central,45 - 59,4,No
3609,Male,"$75,000 to $99,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3610,Female,"$25,000 to $49,999",Mountain,18 - 29,4,No
3611,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3612,Female,"$10,000 to $24,999",South Atlantic,45 - 59,4,No
3613,Male,Prefer not to answer,Middle Atlantic,18 - 29,4,No
3614,Male,"$25,000 to $49,999",South Atlantic,60,4,"Yes, one or more minor ones"
3615,Female,"$50,000 to $74,999",Mountain,60,4,"Yes, one or more major ones"
3616,Female,"$200,000 and up",West South Central,45 - 59,4,No
3617,Female,"$100,000 to $124,999",East North Central,18 - 29,4,No
3618,Female,"$25,000 to $49,999",South Atlantic,45 - 59,4,No
3619,Female,Prefer not to answer,Pacific,45 - 59,4,"Yes, one or more minor ones"
3620,Male,"$100,000 to $124,999",East North Central,18 - 29,4,"Yes, one or more minor ones"
3621,Male,"$100,000 to $124,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3622,Female,"$100,000 to $124,999",,60,4,"Yes, one or more major ones"
3623,Female,"$100,000 to $124,999",New England,45 - 59,4,No
3624,Female,"$25,000 to $49,999",Middle Atlantic,45 - 59,4,No
3625,Female,"$25,000 to $49,999",Middle Atlantic,60,4,"Yes, one or more major ones"
3626,Female,"$75,000 to $99,999",East North Central,45 - 59,4,"Yes, one or more minor ones"
3627,Male,"$50,000 to $74,999",New England,60,4,"Yes, one or more minor ones"
3628,Female,"$125,000 to $149,999",Pacific,60,4,"Yes, one or more major ones"
3629,Female,"$10,000 to $24,999",East North Central,18 - 29,4,No
3630,Male,"$25,000 to $49,999",East South Central,30 - 44,4,No
3631,Female,"$125,000 to $149,999",South Atlantic,45 - 59,4,No
3632,Female,"$0 to $9,999",East South Central,18 - 29,4,No
3633,Male,"$75,000 to $99,999",West South Central,60,4,"Yes, one or more major ones"
3634,Female,"$25,000 to $49,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3635,Male,"$75,000 to $99,999",East North Central,18 - 29,4,No
3636,Female,"$25,000 to $49,999",South Atlantic,45 - 59,4,No
3637,Male,"$50,000 to $74,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3638,Female,"$75,000 to $99,999",South Atlantic,30 - 44,4,"Yes, one or more major ones"
3639,Female,"$125,000 to $149,999",West North Central,30 - 44,4,No
3640,Male,"$50,000 to $74,999",South Atlantic,18 - 29,4,No
3641,Female,"$25,000 to $49,999",Mountain,18 - 29,4,"Yes, one or more major ones"
3642,Male,"$50,000 to $74,999",West South Central,60,4,"Yes, one or more major ones"
3643,Female,"$100,000 to $124,999",Pacific,60,4,"Yes, one or more major ones"
3644,Female,"$100,000 to $124,999",New England,30 - 44,4,No
3645,,,,,4,
3646,Female,"$100,000 to $124,999",West South Central,60,4,No
3647,Female,"$50,000 to $74,999",East North Central,30 - 44,4,No
3648,Female,"$50,000 to $74,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3649,Female,Prefer not to answer,East North Central,30 - 44,4,"Yes, one or more minor ones"
3650,Female,"$75,000 to $99,999",Pacific,45 - 59,4,No
3651,Male,Prefer not to answer,Pacific,45 - 59,4,"Yes, one or more major ones"
3652,Female,"$10,000 to $24,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3653,Female,"$100,000 to $124,999",West North Central,45 - 59,4,No
3654,Female,"$25,000 to $49,999",East North Central,60,4,No
3655,Female,"$150,000 to $174,999",Pacific,45 - 59,4,"Yes, one or more minor ones"
3656,Female,Prefer not to answer,West South Central,60,4,No
3657,Female,"$200,000 and up",West North Central,30 - 44,4,No
3658,Male,"$50,000 to $74,999",South Atlantic,60,4,"Yes, one or more minor ones"
3659,Male,"$75,000 to $99,999",South Atlantic,60,4,"Yes, one or more minor ones"
3660,Female,"$100,000 to $124,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3661,Male,"$75,000 to $99,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3662,Male,"$200,000 and up",Middle Atlantic,30 - 44,4,No
3663,Male,"$100,000 to $124,999",West South Central,60,4,No
3664,Female,Prefer not to answer,Middle Atlantic,60,4,No
3665,Female,"$10,000 to $24,999",East North Central,18 - 29,4,"Yes, one or more minor ones"
3666,Male,"$25,000 to $49,999",Pacific,18 - 29,4,"Yes, one or more major ones"
3667,Female,"$50,000 to $74,999",Mountain,45 - 59,4,"Yes, one or more minor ones"
3668,Female,"$0 to $9,999",West South Central,18 - 29,4,No
3669,Female,"$75,000 to $99,999",Pacific,30 - 44,4,"Yes, one or more major ones"
3670,Female,Prefer not to answer,Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3671,Female,"$10,000 to $24,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3672,Female,Prefer not to answer,West South Central,60,4,"Yes, one or more minor ones"
3673,Male,"$25,000 to $49,999",Middle Atlantic,30 - 44,4,No
3674,Female,"$50,000 to $74,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3675,Female,"$10,000 to $24,999",Pacific,18 - 29,4,"Yes, one or more major ones"
3676,Female,"$50,000 to $74,999",West South Central,18 - 29,4,"Yes, one or more minor ones"
3677,Female,"$50,000 to $74,999",West North Central,60,4,No
3678,Male,Prefer not to answer,Pacific,18 - 29,4,No
3679,Female,"$125,000 to $149,999",Pacific,18 - 29,4,"Yes, one or more major ones"
3680,Female,"$125,000 to $149,999",East North Central,30 - 44,4,No
3681,Female,"$75,000 to $99,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3682,Male,"$50,000 to $74,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3683,Female,Prefer not to answer,Middle Atlantic,18 - 29,4,"Yes, one or more minor ones"
3684,Female,Prefer not to answer,Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3685,Female,"$25,000 to $49,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3686,Female,Prefer not to answer,West North Central,45 - 59,4,No
3687,Male,"$50,000 to $74,999",Mountain,18 - 29,4,"Yes, one or more minor ones"
3688,Female,Prefer not to answer,South Atlantic,30 - 44,4,No
3689,Male,"$100,000 to $124,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3690,Female,"$50,000 to $74,999",Pacific,60,4,"Yes, one or more minor ones"
3691,Male,"$50,000 to $74,999",East North Central,60,4,No
3692,Male,"$150,000 to $174,999",East North Central,60,4,"Yes, one or more minor ones"
3693,Female,"$25,000 to $49,999",Pacific,18 - 29,4,No
3694,Female,"$75,000 to $99,999",East North Central,60,4,"Yes, one or more minor ones"
3695,Female,"$100,000 to $124,999",West North Central,45 - 59,4,"Yes, one or more minor ones"
3696,Male,"$200,000 and up",Pacific,45 - 59,4,"Yes, one or more major ones"
3697,Female,"$50,000 to $74,999",Middle Atlantic,45 - 59,4,No
3698,,,,,4,No
3699,Male,"$50,000 to $74,999",New England,60,4,"Yes, one or more minor ones"
3700,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,4,No
3701,Male,"$50,000 to $74,999",South Atlantic,45 - 59,4,No
3702,Male,"$25,000 to $49,999",West South Central,45 - 59,4,"Yes, one or more minor ones"
3703,Female,"$25,000 to $49,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3704,Female,"$25,000 to $49,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3705,Female,"$10,000 to $24,999",Middle Atlantic,45 - 59,4,No
3706,Male,"$50,000 to $74,999",South Atlantic,60,4,"Yes, one or more minor ones"
3707,Male,"$150,000 to $174,999",South Atlantic,60,4,No
3708,Male,"$125,000 to $149,999",South Atlantic,60,4,"Yes, one or more minor ones"
3709,Female,"$25,000 to $49,999",West South Central,30 - 44,4,"Yes, one or more minor ones"
3710,Female,"$150,000 to $174,999",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3711,Female,"$100,000 to $124,999",South Atlantic,45 - 59,4,No
3712,Female,"$50,000 to $74,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3713,Male,"$50,000 to $74,999",West South Central,60,4,"Yes, one or more major ones"
3714,Male,"$75,000 to $99,999",East South Central,45 - 59,4,No
3715,Female,"$50,000 to $74,999",Pacific,60,4,"Yes, one or more major ones"
3716,Male,Prefer not to answer,Middle Atlantic,18 - 29,4,"Yes, one or more minor ones"
3717,Female,"$75,000 to $99,999",East North Central,18 - 29,4,"Yes, one or more minor ones"
3718,Male,"$100,000 to $124,999",West South Central,60,4,No
3719,Female,"$75,000 to $99,999",Middle Atlantic,30 - 44,4,"Yes, one or more major ones"
3720,Female,"$150,000 to $174,999",West South Central,18 - 29,4,No
3721,Male,"$0 to $9,999",West North Central,18 - 29,4,No
3722,Female,"$25,000 to $49,999",South Atlantic,18 - 29,4,"Yes, one or more major ones"
3723,Female,"$200,000 and up",Middle Atlantic,45 - 59,4,No
3724,Male,"$50,000 to $74,999",Middle Atlantic,60,4,No
3725,Female,"$75,000 to $99,999",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3726,Female,"$100,000 to $124,999",Pacific,60,4,"Yes, one or more major ones"
3727,Male,"$75,000 to $99,999",East North Central,30 - 44,4,"Yes, one or more minor ones"
3728,Male,"$50,000 to $74,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3729,Female,"$10,000 to $24,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3730,Female,"$10,000 to $24,999",Middle Atlantic,18 - 29,4,No
3731,Female,"$100,000 to $124,999",Middle Atlantic,45 - 59,4,No
3732,Female,"$75,000 to $99,999",Middle Atlantic,18 - 29,4,"Yes, one or more minor ones"
3733,Female,"$10,000 to $24,999",South Atlantic,18 - 29,4,No
3734,Female,"$100,000 to $124,999",West South Central,45 - 59,4,No
3735,Female,"$0 to $9,999",East South Central,45 - 59,4,"Yes, one or more minor ones"
3736,Male,"$75,000 to $99,999",Pacific,60,4,"Yes, one or more major ones"
3737,Male,"$25,000 to $49,999",West North Central,30 - 44,4,"Yes, one or more major ones"
3738,Female,"$50,000 to $74,999",East North Central,60,4,"Yes, one or more minor ones"
3739,Female,"$50,000 to $74,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3740,Female,"$50,000 to $74,999",Mountain,45 - 59,4,"Yes, one or more minor ones"
3741,Male,Prefer not to answer,West South Central,30 - 44,4,No
3742,Male,Prefer not to answer,New England,18 - 29,4,"Yes, one or more minor ones"
3743,Female,"$100,000 to $124,999",West South Central,45 - 59,4,No
3744,Male,"$10,000 to $24,999",West South Central,30 - 44,4,"Yes, one or more minor ones"
3745,Female,Prefer not to answer,South Atlantic,60,4,No
3746,Female,"$25,000 to $49,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3747,Female,"$75,000 to $99,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3748,Male,"$0 to $9,999",South Atlantic,18 - 29,4,No
3749,Female,Prefer not to answer,West South Central,30 - 44,4,"Yes, one or more minor ones"
3750,Female,Prefer not to answer,Middle Atlantic,60,4,"Yes, one or more minor ones"
3751,Female,"$50,000 to $74,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3752,Female,Prefer not to answer,New England,60,4,No
3753,Female,"$50,000 to $74,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3754,Male,"$10,000 to $24,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3755,Female,"$75,000 to $99,999",West South Central,45 - 59,4,"Yes, one or more major ones"
3756,Male,"$50,000 to $74,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
